file,L_fold_0,a_fold_0,b_fold_0,L_fold_1,a_fold_1,b_fold_1,L_fold_2,a_fold_2,b_fold_2,L_fold_3,a_fold_3,b_fold_3,L_fold_4,a_fold_4,b_fold_4
inference_data/milk10k/MILK10k_Training_Input/IL_0006407/ISIC_2729538.jpg,51.7853,10.71833,21.90039,54.73049,10.902078,18.64787,55.64424,12.007259,18.731607,52.33288,12.06737,21.177044,53.01456,10.90263,19.141151
inference_data/milk10k/MILK10k_Training_Input/IL_0006407/ISIC_5107821.jpg,61.46183,7.9192533,15.472423,61.214306,9.945961,16.856836,62.37444,9.134164,14.692804,60.53682,13.287266,15.991004,61.46997,8.423702,16.318367
inference_data/milk10k/MILK10k_Training_Input/IL_0008891/ISIC_1498519.jpg,45.792233,9.049756,18.743574,52.87033,7.258939,16.29693,55.46516,9.075517,17.73842,50.636562,9.273743,16.505632,52.92407,10.686016,18.856415
inference_data/milk10k/MILK10k_Training_Input/IL_0008891/ISIC_5916190.jpg,66.42705,5.7517185,13.383077,61.171257,4.9093285,14.887221,68.509636,5.265791,13.569318,67.89811,4.267391,12.913137,66.67225,5.9738026,13.418845
inference_data/milk10k/MILK10k_Training_Input/IL_0008969/ISIC_3209508.jpg,50.256226,11.920537,20.659197,52.815807,13.410465,18.43219,50.653748,11.908428,20.088137,52.070583,12.749431,19.848785,51.807888,10.785472,18.943457
inference_data/milk10k/MILK10k_Training_Input/IL_0008969/ISIC_9546309.jpg,56.49938,11.736788,17.42135,57.68243,10.053849,14.224938,58.35212,13.478346,15.030906,56.399353,12.03836,18.661842,55.707912,10.879275,19.233812
inference_data/milk10k/MILK10k_Training_Input/IL_0009339/ISIC_2978483.jpg,50.660213,10.7532215,20.495003,52.180973,13.150915,18.972286,56.105114,10.021513,20.447868,51.41517,12.502078,21.33399,50.91143,10.669316,18.736485
inference_data/milk10k/MILK10k_Training_Input/IL_0009339/ISIC_8325963.jpg,55.590176,11.10489,16.22306,58.463337,12.668037,12.094712,58.960564,11.824919,12.35414,54.58911,12.195171,14.476838,55.030296,10.908182,19.236023
inference_data/milk10k/MILK10k_Training_Input/IL_0011263/ISIC_9769821.jpg,52.225307,10.066195,21.020279,52.572765,11.209414,21.811266,54.746243,11.212754,19.713026,54.2991,11.734864,19.83059,53.794563,11.021304,19.322071
inference_data/milk10k/MILK10k_Training_Input/IL_0011263/ISIC_3780652.jpg,58.152588,6.823868,20.794582,62.36818,8.620795,17.561129,58.955765,6.30574,21.595306,59.53884,7.8001666,21.497513,61.60713,8.467615,16.37945
inference_data/milk10k/MILK10k_Training_Input/IL_0012199/ISIC_8947496.jpg,50.370106,9.558969,23.0949,46.960087,11.891666,20.821894,53.3498,8.556024,23.064156,51.170517,9.450129,24.999994,50.7512,10.616715,18.652708
inference_data/milk10k/MILK10k_Training_Input/IL_0012199/ISIC_7213515.jpg,63.018085,6.297248,18.237816,63.322304,5.7077465,18.456015,61.727867,6.299558,16.568027,61.409153,6.104266,16.956438,65.032295,6.6155634,14.161548
inference_data/milk10k/MILK10k_Training_Input/IL_0014412/ISIC_5881121.jpg,45.928345,11.212089,18.275047,45.71846,12.999592,17.339315,48.18158,10.872038,18.893364,46.776836,11.175506,20.018396,47.973953,10.185415,17.932302
inference_data/milk10k/MILK10k_Training_Input/IL_0014412/ISIC_9803465.jpg,56.220062,10.123451,16.737898,55.448456,11.518364,12.708409,57.89403,8.860513,15.069206,57.567474,10.281274,15.0772505,54.86234,10.977726,19.32087
inference_data/milk10k/MILK10k_Training_Input/IL_0017483/ISIC_9923124.jpg,54.206924,7.9178,20.536789,58.43323,9.742001,19.188543,60.65807,5.782644,21.077316,57.71876,8.055543,21.060097,56.02296,10.604153,18.899738
inference_data/milk10k/MILK10k_Training_Input/IL_0017483/ISIC_1225678.jpg,60.108486,6.8304114,15.974803,55.756783,9.9246435,15.552218,65.39949,5.944243,16.421995,60.52204,7.753716,13.400328,64.675934,6.833772,14.431416
inference_data/milk10k/MILK10k_Training_Input/IL_0019048/ISIC_8438197.jpg,48.752403,11.1746645,21.13025,49.456112,13.037505,19.66882,52.20005,11.505006,20.380396,50.996014,12.339287,18.394405,49.019802,10.364614,18.231302
inference_data/milk10k/MILK10k_Training_Input/IL_0019048/ISIC_6039074.jpg,56.98093,8.558015,20.627182,56.041306,10.727406,20.761076,58.060863,9.633501,19.843546,56.14905,10.468602,20.282536,56.447,10.698536,19.022436
inference_data/milk10k/MILK10k_Training_Input/IL_0019655/ISIC_1660154.jpg,51.562725,8.595632,22.557255,53.15908,9.572755,19.45259,55.061268,7.1349506,21.433113,53.90281,8.877851,22.863651,53.29923,10.903325,19.165112
inference_data/milk10k/MILK10k_Training_Input/IL_0019655/ISIC_2641217.jpg,62.75358,8.520989,16.763498,56.483185,10.082426,16.767372,59.675587,8.207336,17.889315,59.87746,8.131425,16.077734,58.26694,9.425769,17.486837
inference_data/milk10k/MILK10k_Training_Input/IL_0020208/ISIC_0652620.jpg,53.368496,9.01656,21.041843,52.21952,12.762301,19.724491,53.522087,10.275095,21.034967,53.355022,10.877639,21.133835,52.63344,10.901337,19.132399
inference_data/milk10k/MILK10k_Training_Input/IL_0020208/ISIC_8615296.jpg,53.72286,10.343906,19.37942,57.375668,12.60854,14.628766,57.608593,11.402586,15.680055,55.210438,10.944517,17.78021,55.484974,10.559803,18.804695
inference_data/milk10k/MILK10k_Training_Input/IL_0024228/ISIC_8598339.jpg,53.78486,8.872928,22.735065,52.54961,7.4572606,20.699324,55.9771,7.760653,22.238874,54.522514,9.220388,21.440857,53.232403,10.968456,19.24205
inference_data/milk10k/MILK10k_Training_Input/IL_0024228/ISIC_8870441.jpg,64.71277,5.1870604,18.226126,65.388016,6.576293,16.22119,66.87335,3.5933962,18.01569,64.43549,5.235963,20.326015,65.51214,6.3989725,13.910431
inference_data/milk10k/MILK10k_Training_Input/IL_0026510/ISIC_8431081.jpg,51.36835,11.30196,20.016478,51.9206,13.882779,19.36382,53.100334,10.701367,20.085102,52.74809,11.075314,20.622171,49.930832,10.50078,18.464674
inference_data/milk10k/MILK10k_Training_Input/IL_0026510/ISIC_2768555.jpg,57.819866,7.5829086,19.241951,60.63137,7.799257,19.175653,59.789288,7.2857094,17.86438,62.734478,8.848311,16.63086,60.54071,8.811143,16.78632
inference_data/milk10k/MILK10k_Training_Input/IL_0029019/ISIC_0402893.jpg,53.813217,8.421002,18.171825,58.143105,9.7303705,19.40411,56.53343,9.803339,16.909575,56.486385,10.662059,20.71552,54.83632,10.873756,19.188889
inference_data/milk10k/MILK10k_Training_Input/IL_0029019/ISIC_5203599.jpg,57.925037,10.761506,11.472423,56.425484,12.347955,15.191091,59.108208,8.746703,11.549177,54.767235,7.4185095,12.691822,60.404346,8.783266,16.753561
inference_data/milk10k/MILK10k_Training_Input/IL_0030541/ISIC_2944762.jpg,48.64656,11.862157,20.432293,48.13926,13.582934,19.372456,52.861374,11.743957,18.209955,49.3454,12.118326,20.260048,51.669704,10.760617,18.896114
inference_data/milk10k/MILK10k_Training_Input/IL_0030541/ISIC_1347581.jpg,61.0427,6.5439944,19.91373,58.73377,11.152064,18.726217,61.60821,7.2280602,18.607283,60.600254,8.567892,20.08163,62.32203,7.909167,15.703407
inference_data/milk10k/MILK10k_Training_Input/IL_0032270/ISIC_5462275.jpg,49.335785,9.919958,22.71501,53.412933,9.485584,22.549091,52.00895,8.683506,22.65179,52.170517,9.746569,23.047132,52.13192,10.816516,18.997292
inference_data/milk10k/MILK10k_Training_Input/IL_0032270/ISIC_6993481.jpg,59.737362,7.8681254,12.770274,60.276123,10.178668,9.081988,63.832726,6.8346066,12.462756,61.498924,8.977876,13.674871,65.04557,6.571496,14.08739
inference_data/milk10k/MILK10k_Training_Input/IL_0033882/ISIC_1006010.jpg,48.561584,9.780754,22.312954,50.30731,9.710052,21.897898,52.11595,8.232838,21.183065,52.287846,9.67805,23.107384,51.01788,10.654726,18.717072
inference_data/milk10k/MILK10k_Training_Input/IL_0033882/ISIC_3881896.jpg,64.64175,5.502283,14.149864,58.71383,12.119249,15.156415,61.478065,10.190321,10.852461,61.7757,10.7188835,12.690857,64.45319,6.926958,14.550244
inference_data/milk10k/MILK10k_Training_Input/IL_0039324/ISIC_8429141.jpg,50.842484,10.799996,21.898039,48.96888,13.439817,20.546003,51.288914,10.82419,22.543678,50.25659,10.78993,22.968426,49.209694,10.401814,18.291317
inference_data/milk10k/MILK10k_Training_Input/IL_0039324/ISIC_1874410.jpg,64.1293,4.737879,19.6956,64.47639,4.837503,17.270283,62.472145,5.764168,20.584827,61.75202,7.3640766,21.912367,64.20478,7.179592,14.846027
inference_data/milk10k/MILK10k_Training_Input/IL_0041758/ISIC_4499437.jpg,51.113605,8.099486,23.837662,54.2294,8.863337,23.715904,53.77562,6.777857,22.033936,53.53294,9.823068,23.927952,51.79821,10.77603,18.922098
inference_data/milk10k/MILK10k_Training_Input/IL_0041758/ISIC_3704603.jpg,60.075222,9.397016,15.352071,53.841362,11.972227,14.613813,62.60515,8.037131,13.9470825,58.908257,8.114719,14.634299,63.06288,7.5757103,15.297772
inference_data/milk10k/MILK10k_Training_Input/IL_0044468/ISIC_5047383.jpg,51.27336,8.380641,18.38287,53.431812,7.941891,15.938063,55.165966,6.1680956,18.669546,58.791946,7.907482,19.867302,53.356915,10.28315,18.372217
inference_data/milk10k/MILK10k_Training_Input/IL_0044468/ISIC_6046943.jpg,66.94863,6.0173807,9.992967,65.97462,8.817845,11.135104,69.40328,5.6193924,7.370586,67.877075,4.770301,9.795546,67.73266,5.4845085,12.864562
inference_data/milk10k/MILK10k_Training_Input/IL_0047878/ISIC_2308076.jpg,43.259914,10.392831,19.618551,40.060688,11.168001,17.908335,45.10832,10.578995,18.47447,43.80447,11.189865,20.26332,47.138313,10.04575,17.692354
inference_data/milk10k/MILK10k_Training_Input/IL_0047878/ISIC_0433706.jpg,57.329094,6.210974,12.462774,54.060436,8.051707,13.705023,59.206413,6.996408,11.828412,56.80885,9.246756,13.095342,59.841385,9.162322,17.207142
inference_data/milk10k/MILK10k_Training_Input/IL_0053198/ISIC_4030094.jpg,52.69774,13.644558,18.603168,54.52504,12.618663,15.406908,51.652706,12.967697,16.868732,51.502598,14.344415,16.267445,52.314922,10.844741,19.038332
inference_data/milk10k/MILK10k_Training_Input/IL_0053198/ISIC_8463837.jpg,62.69713,5.6844044,13.794655,64.57343,10.227185,11.262012,64.28694,6.1367917,11.528671,63.839844,7.907396,12.553538,65.62766,6.496906,14.0386095
inference_data/milk10k/MILK10k_Training_Input/IL_0061620/ISIC_7081965.jpg,50.874023,11.283995,20.87686,53.401993,12.469496,18.522783,52.863556,10.635883,20.04584,50.113163,11.645593,20.731033,51.40842,10.708168,18.807844
inference_data/milk10k/MILK10k_Training_Input/IL_0061620/ISIC_4345756.jpg,58.57038,7.392782,18.363947,60.518097,10.871362,17.49481,62.88152,6.530015,18.776403,60.782124,8.899261,18.297512,62.65634,7.850789,15.629075
inference_data/milk10k/MILK10k_Training_Input/IL_0063537/ISIC_9191957.jpg,52.031357,10.613511,21.196266,54.424335,12.573776,19.073484,51.37436,10.685687,21.110405,52.773445,10.305531,20.711899,52.949512,10.951222,19.2065
inference_data/milk10k/MILK10k_Training_Input/IL_0063537/ISIC_8370666.jpg,57.353695,8.573272,19.126577,55.77157,11.562992,18.698359,57.8599,10.16366,18.533072,55.65277,10.038374,20.120605,58.006474,10.096208,18.310787
inference_data/milk10k/MILK10k_Training_Input/IL_0064763/ISIC_9047853.jpg,48.706005,12.486016,19.035065,49.399525,13.901896,19.152145,50.66027,12.03244,19.298218,49.10019,12.254336,19.46377,50.45403,10.572581,18.589075
inference_data/milk10k/MILK10k_Training_Input/IL_0064763/ISIC_1230865.jpg,52.96086,10.487442,20.675943,54.82619,12.556666,18.768234,52.09552,11.3734665,20.690075,51.509766,11.559564,19.590525,51.900402,10.797057,18.962349
inference_data/milk10k/MILK10k_Training_Input/IL_0069690/ISIC_3272276.jpg,48.87098,9.566589,22.27743,51.640583,12.82377,19.381914,54.622993,10.464863,20.520817,52.00522,11.607651,20.719345,51.18821,10.687567,18.772312
inference_data/milk10k/MILK10k_Training_Input/IL_0069690/ISIC_0323748.jpg,60.667652,5.736389,19.167244,60.429306,9.2157,18.577055,63.058086,8.794913,16.247517,59.46874,10.423063,18.382244,59.337296,9.472677,17.566511
inference_data/milk10k/MILK10k_Training_Input/IL_0074413/ISIC_0447190.jpg,52.46497,8.353723,21.970715,59.009495,6.8783975,20.691677,59.633667,5.9375443,20.41038,56.95211,7.9395223,21.849522,54.800545,10.565156,18.79496
inference_data/milk10k/MILK10k_Training_Input/IL_0074413/ISIC_4980158.jpg,59.42882,8.424227,16.022472,52.43742,7.7971835,15.322367,64.07612,6.5221877,15.593963,61.101727,5.8865356,15.324417,64.32328,6.9714603,14.583693
inference_data/milk10k/MILK10k_Training_Input/IL_0075646/ISIC_1644500.jpg,54.733818,8.401154,22.122883,53.05555,8.862794,21.708063,56.105137,8.955315,22.10348,54.182274,9.12467,22.94338,52.985798,10.933797,19.184057
inference_data/milk10k/MILK10k_Training_Input/IL_0075646/ISIC_4932148.jpg,65.73477,5.4684806,18.60877,63.666904,7.786203,18.345545,68.60944,4.9720054,16.773485,64.75271,5.8783474,19.080322,64.314514,7.196644,14.904775
inference_data/milk10k/MILK10k_Training_Input/IL_0076321/ISIC_0512596.jpg,54.664333,8.11806,22.298246,53.52708,10.797783,19.569101,58.322273,8.122082,20.20318,55.10649,8.129454,20.955193,55.170506,10.585707,18.837498
inference_data/milk10k/MILK10k_Training_Input/IL_0076321/ISIC_8015399.jpg,57.230377,9.190248,17.60177,50.987167,11.450143,16.621965,62.422825,8.254935,17.791182,56.11495,10.440536,14.8902855,59.583958,9.135344,17.152626
inference_data/milk10k/MILK10k_Training_Input/IL_0076383/ISIC_1889858.jpg,52.42259,8.157435,21.68267,50.567024,11.476039,21.250723,54.63778,8.543308,21.542171,52.288338,10.588376,21.664953,52.86238,10.770677,18.964993
inference_data/milk10k/MILK10k_Training_Input/IL_0076383/ISIC_3175755.jpg,63.6603,5.609047,16.33471,63.674374,8.3516245,15.371285,67.60019,6.056779,12.746136,66.45147,5.5419426,15.092911,65.55424,6.61384,14.208952
inference_data/milk10k/MILK10k_Training_Input/IL_0076523/ISIC_6171480.jpg,48.805267,13.234945,19.551323,49.62361,15.064817,15.610643,48.713406,12.075392,20.379915,48.813065,14.084499,17.437063,52.0271,10.8186865,18.9891
inference_data/milk10k/MILK10k_Training_Input/IL_0076523/ISIC_3175480.jpg,59.018726,14.778622,11.775139,60.77162,13.540598,12.121926,60.267513,13.549566,10.317414,60.73644,15.010146,13.342986,61.007015,8.617839,16.555643
inference_data/milk10k/MILK10k_Training_Input/IL_0079116/ISIC_2511643.jpg,52.59885,10.605164,20.95359,52.84394,12.918481,19.062561,49.63084,11.522894,18.97006,51.2402,13.203376,21.688091,52.549393,10.867067,19.069815
inference_data/milk10k/MILK10k_Training_Input/IL_0079116/ISIC_5344273.jpg,64.0542,4.789294,19.172632,64.41465,5.815261,14.96417,65.50381,4.364249,18.724573,63.479633,7.697363,17.116056,65.60974,6.5820312,14.164215
inference_data/milk10k/MILK10k_Training_Input/IL_0080050/ISIC_2453811.jpg,48.1877,12.203524,18.471045,52.69498,15.194954,16.093584,50.853,11.521846,18.032999,50.159584,12.128813,18.274593,49.744385,10.448933,18.37408
inference_data/milk10k/MILK10k_Training_Input/IL_0080050/ISIC_0813000.jpg,60.642418,6.991744,16.274866,63.00949,11.11489,14.730532,61.247726,9.538284,14.076108,61.811443,8.806589,14.29811,64.135704,7.0708857,14.70772
inference_data/milk10k/MILK10k_Training_Input/IL_0080398/ISIC_5100065.jpg,46.71695,12.116357,19.200851,43.613052,13.948356,17.405884,47.48613,11.863857,18.946196,46.17047,13.209344,19.350683,48.0577,10.178877,17.91763
inference_data/milk10k/MILK10k_Training_Input/IL_0080398/ISIC_9206660.jpg,51.486076,13.55538,16.97038,54.50738,15.453459,14.573684,53.231724,12.988568,16.003046,49.90427,13.442024,18.27433,50.50112,10.596439,18.621922
inference_data/milk10k/MILK10k_Training_Input/IL_0081442/ISIC_8453550.jpg,50.212208,13.30067,19.03981,48.2631,15.038434,17.73273,52.69951,12.591891,18.386038,49.586002,14.374444,18.686138,51.11555,10.637409,18.707926
inference_data/milk10k/MILK10k_Training_Input/IL_0081442/ISIC_7606142.jpg,57.609028,12.221277,13.8035345,58.505672,12.4022255,15.272828,59.120365,11.651353,13.593868,59.60919,12.389679,14.673685,61.637184,8.385312,16.264801
inference_data/milk10k/MILK10k_Training_Input/IL_0082869/ISIC_4305600.jpg,48.59557,10.197875,20.180809,48.799847,9.064144,19.077465,51.55696,11.658238,20.730656,47.950005,10.158119,19.13654,50.86275,10.622143,18.672232
inference_data/milk10k/MILK10k_Training_Input/IL_0082869/ISIC_2473856.jpg,67.08732,3.908341,15.24284,64.05358,4.978698,15.098391,68.89635,4.9195495,13.787138,64.541626,5.7702694,15.410302,66.144,6.2409625,13.744517
inference_data/milk10k/MILK10k_Training_Input/IL_0083505/ISIC_5016123.jpg,58.99049,7.895317,19.545698,58.149364,11.677529,15.510075,59.164536,8.6693535,19.23418,57.863228,8.109533,20.91903,58.767403,9.46405,17.5335
inference_data/milk10k/MILK10k_Training_Input/IL_0083505/ISIC_8736820.jpg,59.2016,12.139684,14.022684,54.081352,14.279834,17.307083,59.239388,10.803508,13.984684,56.686726,11.123229,13.701343,56.035736,10.003414,18.111588
inference_data/milk10k/MILK10k_Training_Input/IL_0083796/ISIC_3313109.jpg,50.70622,12.306345,19.982384,51.356625,13.138277,18.763288,51.593258,12.320538,20.811289,49.1664,11.625501,19.760014,51.242264,10.690933,18.783241
inference_data/milk10k/MILK10k_Training_Input/IL_0083796/ISIC_9131247.jpg,59.89737,8.762112,17.147285,58.067814,9.6787,16.783209,60.73407,8.881764,16.38024,60.631306,8.19259,16.904726,61.97578,8.26146,16.13402
inference_data/milk10k/MILK10k_Training_Input/IL_0085362/ISIC_5596458.jpg,51.595173,13.232549,18.188114,50.962452,15.938094,16.637083,53.059116,12.2003145,18.480606,48.620625,14.079982,15.715262,49.494755,10.425052,18.336985
inference_data/milk10k/MILK10k_Training_Input/IL_0085362/ISIC_9542991.jpg,56.740875,11.810458,17.670769,55.27039,14.304265,14.916265,57.050903,11.437356,16.047525,57.38939,11.232217,16.957006,55.946304,10.949534,19.325031
inference_data/milk10k/MILK10k_Training_Input/IL_0087252/ISIC_2084498.jpg,48.285213,10.576921,22.183983,49.960827,13.820164,18.313292,49.972515,11.64221,21.002054,49.032307,12.2682,20.907137,48.20875,10.215875,17.992907
inference_data/milk10k/MILK10k_Training_Input/IL_0087252/ISIC_3945160.jpg,58.090595,9.100497,18.721355,60.673527,7.8156796,14.68378,58.76844,10.653667,17.536848,60.78043,11.740194,14.503933,60.769203,8.681364,16.628622
inference_data/milk10k/MILK10k_Training_Input/IL_0087637/ISIC_6479651.jpg,50.04505,12.393069,19.330458,46.162,13.828719,18.018454,48.879517,11.6523905,19.64672,47.75197,12.240392,19.769274,48.203575,10.216763,17.982298
inference_data/milk10k/MILK10k_Training_Input/IL_0087637/ISIC_0856370.jpg,56.606915,9.665382,17.165947,54.284245,8.7409935,18.12495,54.926815,10.850687,15.820289,55.113388,10.7534075,17.17942,56.86032,10.439645,18.712074
inference_data/milk10k/MILK10k_Training_Input/IL_0091633/ISIC_7184100.jpg,49.72892,12.636834,17.800577,54.81455,14.009988,15.310446,52.810143,12.906453,17.554476,51.8395,13.327409,14.4009695,52.46258,10.861082,19.066998
inference_data/milk10k/MILK10k_Training_Input/IL_0091633/ISIC_7507858.jpg,57.952644,12.982088,14.575295,57.167183,12.691567,12.236125,58.293037,13.112596,13.902959,58.163086,11.457977,13.424995,58.158375,10.034814,18.24791
inference_data/milk10k/MILK10k_Training_Input/IL_0092031/ISIC_5364143.jpg,50.461582,12.466779,20.392511,51.791954,15.062433,18.260319,51.61809,11.209183,21.337763,50.646145,12.652801,18.606802,49.798347,10.448048,18.375145
inference_data/milk10k/MILK10k_Training_Input/IL_0092031/ISIC_5597650.jpg,55.53457,9.495322,20.734896,57.715916,11.715685,18.813347,57.76266,10.219916,19.572447,54.849422,11.364862,18.694994,53.87057,11.065997,19.396671
inference_data/milk10k/MILK10k_Training_Input/IL_0092622/ISIC_4065657.jpg,55.348362,8.513122,20.335434,53.40678,11.919324,20.66006,58.148987,8.744834,21.037653,55.36198,9.468241,21.346174,53.61187,10.947819,19.223896
inference_data/milk10k/MILK10k_Training_Input/IL_0092622/ISIC_5144687.jpg,62.92706,6.66226,15.921067,61.194984,9.799009,16.603836,65.94982,8.22373,13.673562,62.81222,7.2054157,16.257631,63.274944,7.5452385,15.254442
inference_data/milk10k/MILK10k_Training_Input/IL_0097046/ISIC_0603409.jpg,47.70924,12.2673025,20.281889,48.040577,15.250931,17.415068,52.243694,12.972068,19.53696,48.118946,14.096177,19.321299,48.77389,10.304341,18.131485
inference_data/milk10k/MILK10k_Training_Input/IL_0097046/ISIC_3480084.jpg,54.006626,11.067251,19.864449,56.757298,13.082172,18.905577,56.737026,11.034851,19.827969,53.28206,10.889442,20.367094,53.568996,11.032234,19.336193
inference_data/milk10k/MILK10k_Training_Input/IL_0097757/ISIC_1140407.jpg,50.501553,13.283753,17.97206,53.40808,14.529282,16.688793,51.442192,11.996361,18.291819,50.781525,13.157671,17.942558,51.20756,10.679618,18.76778
inference_data/milk10k/MILK10k_Training_Input/IL_0097757/ISIC_5350161.jpg,56.718185,13.379873,15.617676,59.38326,12.281729,14.917691,57.822628,13.769938,15.166525,56.534164,11.751022,14.733897,54.9059,11.108149,19.499695
inference_data/milk10k/MILK10k_Training_Input/IL_0097908/ISIC_6364449.jpg,46.005238,10.676161,19.998816,43.72156,11.898571,17.50429,52.993183,10.543988,20.84603,50.028206,12.152064,19.011297,47.562885,10.070411,17.723972
inference_data/milk10k/MILK10k_Training_Input/IL_0097908/ISIC_0107067.jpg,59.480045,9.81512,18.609957,56.050507,8.216694,16.927706,60.82504,9.590981,18.036743,54.15533,10.921224,18.223898,56.58896,10.364323,18.61711
inference_data/milk10k/MILK10k_Training_Input/IL_0098895/ISIC_4357109.jpg,55.213417,7.7195272,20.420969,56.340927,8.609028,19.07013,56.204617,5.7659793,20.383436,55.642704,8.827566,21.146156,54.652416,10.5777855,18.80997
inference_data/milk10k/MILK10k_Training_Input/IL_0098895/ISIC_7778161.jpg,66.209785,4.6348705,15.857704,65.0852,7.782574,14.724151,69.30341,4.315499,12.89191,67.119705,4.723292,13.4947,66.77515,6.014657,13.487179
inference_data/milk10k/MILK10k_Training_Input/IL_0100733/ISIC_9379796.jpg,45.659447,10.418891,22.313034,42.522797,11.00966,18.824518,44.802006,10.659723,21.05615,41.70262,10.879267,20.027617,45.6032,9.74839,17.168995
inference_data/milk10k/MILK10k_Training_Input/IL_0100733/ISIC_3874242.jpg,52.64867,10.90379,16.484097,54.737537,13.364763,14.600353,54.589123,11.643233,16.132116,54.29946,14.42539,17.391214,50.16487,10.536025,18.511595
inference_data/milk10k/MILK10k_Training_Input/IL_0101784/ISIC_9963933.jpg,53.48283,12.141289,15.718889,53.47475,14.2781725,14.897556,56.336952,12.317576,14.212833,52.33394,12.519403,15.047619,52.296856,10.830914,19.001495
inference_data/milk10k/MILK10k_Training_Input/IL_0101784/ISIC_3627294.jpg,56.49945,12.552779,15.486383,56.488335,14.453875,16.091246,57.80121,12.753991,13.671491,55.750835,14.928957,13.171593,55.246464,10.909534,19.227943
inference_data/milk10k/MILK10k_Training_Input/IL_0102463/ISIC_8537605.jpg,52.246788,12.840493,16.784063,53.027927,14.713824,15.415069,54.581257,13.366345,16.57308,54.489502,15.47285,16.896786,52.01787,10.834671,19.017351
inference_data/milk10k/MILK10k_Training_Input/IL_0102463/ISIC_9954496.jpg,59.050407,10.858057,14.795816,56.854347,13.756312,13.457302,59.236717,12.315984,12.914363,58.5892,10.904672,11.8402405,61.154724,8.603149,16.533638
inference_data/milk10k/MILK10k_Training_Input/IL_0105755/ISIC_3234625.jpg,41.00018,9.88544,17.438942,39.6528,7.9557314,16.337929,45.431232,8.145905,17.19116,46.060596,9.1520605,19.713953,48.642704,10.25139,18.022705
inference_data/milk10k/MILK10k_Training_Input/IL_0105755/ISIC_3783885.jpg,59.94098,8.0968275,16.467852,57.617718,11.404075,13.589871,63.00139,8.241173,15.168201,62.27883,10.331793,14.388684,64.68131,6.90134,14.528475
inference_data/milk10k/MILK10k_Training_Input/IL_0106085/ISIC_3483575.jpg,52.371616,11.894667,21.12626,55.197765,11.389803,18.888153,54.607433,12.2704115,20.477222,52.344437,12.563868,19.956013,51.842224,10.797338,18.960423
inference_data/milk10k/MILK10k_Training_Input/IL_0106085/ISIC_0933237.jpg,58.14842,8.013573,18.266773,60.633682,8.670431,17.617085,58.904938,8.916361,17.981833,58.74392,7.729881,19.737373,59.417633,9.566587,17.691282
inference_data/milk10k/MILK10k_Training_Input/IL_0106759/ISIC_2076601.jpg,52.273155,11.323967,20.683437,58.493958,12.412875,18.47273,55.42824,10.262949,20.244041,56.48836,10.855689,20.230404,53.31002,10.88688,19.139252
