file,fold_0,fold_1,fold_2,fold_3,fold_4
inference_data/milk10k/MILK10k_Training_Input/IL_0075646/ISIC_1644500.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0075646/ISIC_4932148.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0076321/ISIC_0512596.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0076321/ISIC_8015399.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0076383/ISIC_1889858.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0076383/ISIC_3175755.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0076523/ISIC_6171480.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0076523/ISIC_3175480.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0079116/ISIC_2511643.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0079116/ISIC_5344273.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0080050/ISIC_2453811.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0080050/ISIC_0813000.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0080398/ISIC_5100065.jpg,3,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0080398/ISIC_9206660.jpg,2,1,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0081442/ISIC_8453550.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0081442/ISIC_7606142.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0082869/ISIC_4305600.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0082869/ISIC_2473856.jpg,1,2,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0083505/ISIC_5016123.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0083505/ISIC_8736820.jpg,1,2,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0083796/ISIC_3313109.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0083796/ISIC_9131247.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0085362/ISIC_5596458.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0085362/ISIC_9542991.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0087252/ISIC_2084498.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0087252/ISIC_3945160.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0087637/ISIC_6479651.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0087637/ISIC_0856370.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0091633/ISIC_7184100.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0091633/ISIC_7507858.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0092031/ISIC_5364143.jpg,3,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0092031/ISIC_5597650.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0092622/ISIC_4065657.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0092622/ISIC_5144687.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0097046/ISIC_0603409.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0097046/ISIC_3480084.jpg,2,1,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0097757/ISIC_1140407.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0097757/ISIC_5350161.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0097908/ISIC_6364449.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0097908/ISIC_0107067.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0098895/ISIC_4357109.jpg,1,1,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0098895/ISIC_7778161.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0100733/ISIC_9379796.jpg,4,4,4,4,4
inference_data/milk10k/MILK10k_Training_Input/IL_0100733/ISIC_3874242.jpg,2,3,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0101784/ISIC_9963933.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0101784/ISIC_3627294.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0102463/ISIC_8537605.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0102463/ISIC_9954496.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0105755/ISIC_3234625.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0105755/ISIC_3783885.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0106085/ISIC_3483575.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0106085/ISIC_0933237.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0106759/ISIC_2076601.jpg,2,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0106759/ISIC_6558326.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0107208/ISIC_9257390.jpg,4,4,4,4,4
inference_data/milk10k/MILK10k_Training_Input/IL_0107208/ISIC_3818927.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0108201/ISIC_4879615.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0108201/ISIC_8804250.jpg,1,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0108315/ISIC_8176738.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0108315/ISIC_0454029.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0110620/ISIC_7405877.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0110620/ISIC_6391693.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0111269/ISIC_5554902.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0111269/ISIC_9742404.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0113118/ISIC_5683123.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0113118/ISIC_8483047.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0115590/ISIC_1660394.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0115590/ISIC_0124081.jpg,2,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0121394/ISIC_8019995.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0121394/ISIC_6946678.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0121735/ISIC_9627993.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0121735/ISIC_8494727.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0123995/ISIC_0729799.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0123995/ISIC_8954124.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0125182/ISIC_3845463.jpg,3,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0125182/ISIC_2556147.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0125566/ISIC_1090102.jpg,3,3,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0125566/ISIC_0490468.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0126015/ISIC_5817638.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0126015/ISIC_4742339.jpg,1,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0127859/ISIC_1223850.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0127859/ISIC_5412550.jpg,2,2,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0134295/ISIC_5696217.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0134295/ISIC_7733305.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0134998/ISIC_8788500.jpg,4,3,4,4,3
inference_data/milk10k/MILK10k_Training_Input/IL_0134998/ISIC_5951892.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0136746/ISIC_5232497.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0136746/ISIC_4749092.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0137229/ISIC_5667513.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0137229/ISIC_0866079.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0137493/ISIC_7335701.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0137493/ISIC_4135497.jpg,1,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0138483/ISIC_8365952.jpg,3,3,4,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0138483/ISIC_9508636.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0142779/ISIC_4783176.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0142779/ISIC_0881081.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0143212/ISIC_6163759.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0143212/ISIC_9704524.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0143868/ISIC_3015060.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0143868/ISIC_5381727.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0145900/ISIC_4140673.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0145900/ISIC_0215803.jpg,2,2,3,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0147242/ISIC_4222996.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0147242/ISIC_7085591.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0149726/ISIC_3701587.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0149726/ISIC_8667960.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0152415/ISIC_9584532.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0152415/ISIC_5006235.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0155141/ISIC_2877846.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0155141/ISIC_3993701.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0158496/ISIC_6748961.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0158496/ISIC_8918247.jpg,1,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0159004/ISIC_0226793.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0159004/ISIC_0872036.jpg,1,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0159486/ISIC_4961582.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0159486/ISIC_9055556.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0168605/ISIC_6465036.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0168605/ISIC_4829038.jpg,2,2,2,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0169358/ISIC_0560217.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0169358/ISIC_2799124.jpg,1,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0172774/ISIC_1432476.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0172774/ISIC_4761686.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0177781/ISIC_2019971.jpg,3,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0177781/ISIC_3408779.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0179071/ISIC_5748990.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0179071/ISIC_6900958.jpg,1,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0180498/ISIC_1320739.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0180498/ISIC_1176025.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0181682/ISIC_0594231.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0181682/ISIC_5436595.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0183140/ISIC_2085484.jpg,3,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0183140/ISIC_1552060.jpg,1,1,1,2,1
inference_data/milk10k/MILK10k_Training_Input/IL_0183428/ISIC_4138716.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0183428/ISIC_6121019.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0184125/ISIC_9833026.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0184125/ISIC_0981335.jpg,0,1,0,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0185151/ISIC_2453582.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0185151/ISIC_2525369.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0185291/ISIC_2284535.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0185291/ISIC_8322623.jpg,2,1,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0185297/ISIC_3908138.jpg,3,2,2,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0185297/ISIC_8850071.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0192026/ISIC_1666674.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0192026/ISIC_6581571.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0199161/ISIC_4964410.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0199161/ISIC_9486866.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0199225/ISIC_5065727.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0199225/ISIC_1675235.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0199785/ISIC_3734574.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0199785/ISIC_8977908.jpg,3,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0200790/ISIC_9718735.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0200790/ISIC_6250586.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0201884/ISIC_7381334.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0201884/ISIC_1718630.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0203121/ISIC_3266019.jpg,3,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0203121/ISIC_7153501.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0203872/ISIC_4597624.jpg,3,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0203872/ISIC_1923354.jpg,2,2,2,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0205551/ISIC_7005663.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0205551/ISIC_2080755.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0208925/ISIC_3057675.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0208925/ISIC_8293828.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0210304/ISIC_4145656.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0210304/ISIC_3585425.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0210528/ISIC_0936650.jpg,2,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0210528/ISIC_5562336.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0210628/ISIC_9619047.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0210628/ISIC_3789455.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0211480/ISIC_3845941.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0211480/ISIC_1734487.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0215570/ISIC_5308373.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0215570/ISIC_5693691.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0216946/ISIC_2500263.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0216946/ISIC_6976701.jpg,1,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0217482/ISIC_2267815.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0217482/ISIC_7149626.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0218048/ISIC_3843458.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0218048/ISIC_8521879.jpg,1,2,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0218965/ISIC_5149059.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0218965/ISIC_9183794.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0225053/ISIC_8613107.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0225053/ISIC_8068358.jpg,1,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0225213/ISIC_7385775.jpg,2,2,2,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0225213/ISIC_9195108.jpg,2,1,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0226639/ISIC_4703455.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0226639/ISIC_2755460.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0228777/ISIC_2214696.jpg,3,2,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0228777/ISIC_9666538.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0233778/ISIC_1828288.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0233778/ISIC_1151008.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0240650/ISIC_1128113.jpg,3,3,3,3,3
inference_data/milk10k/MILK10k_Training_Input/IL_0240650/ISIC_2513521.jpg,1,2,1,1,2
inference_data/milk10k/MILK10k_Training_Input/IL_0241510/ISIC_7139633.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0241510/ISIC_9802157.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0244045/ISIC_6402697.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0244045/ISIC_4307786.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0245024/ISIC_5838991.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0245024/ISIC_6141356.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0246803/ISIC_1812439.jpg,2,2,2,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0246803/ISIC_7289001.jpg,2,2,1,2,2
inference_data/milk10k/MILK10k_Training_Input/IL_0246907/ISIC_1455195.jpg,2,2,1,2,1
inference_data/milk10k/MILK10k_Training_Input/IL_0246907/ISIC_2741027.jpg,1,1,1,1,1
inference_data/milk10k/MILK10k_Training_Input/IL_0247404/ISIC_6728668.jpg,3,2,3,3,2
inference_data/milk10k/MILK10k_Training_Input/IL_0247404/ISIC_1954450.jpg,3,2,2,2,3
